0.8021241325,0.5469028176,0.236991221,0.03646018784,0
0.8077956849,0.5385304566,0.2375869661,0.03167826215,0
0.8003330078,0.5602331055,0.208086582,0.04801998047,0
0.8609385733,0.4400352708,0.2487155878,0.05739590488,0
0.7860903755,0.5717020913,0.2322539746,0.03573138071,0
0.788894791,0.5522263537,0.2524463331,0.09466737492,0
0.766938972,0.5714447242,0.2857223621,0.06015207623,0
0.8221058465,0.5138161541,0.2397808719,0.05138161541,0
0.7772909267,0.5791579454,0.243855977,0.03048199712,0
0.7959478212,0.5537028322,0.2422449891,0.03460642701,0
0.7983702483,0.5573528148,0.2259538439,0.03012717918,0
0.8122836314,0.5361071967,0.2274394168,0.03249134526,0
0.653877471,0.3425072467,0.6227404486,0.2594751869,1
0.690525124,0.3214513508,0.6071858849,0.2262065061,1
0.7149140499,0.3020763591,0.5940835063,0.2114534514,1
0.6927679616,0.3188931887,0.6157937436,0.1979337033,1
0.6861902182,0.3167031776,0.61229281,0.2322489969,1
0.7095370786,0.2800804257,0.6161769366,0.196056298,1
0.6705411756,0.3421128447,0.6158031204,0.2326367344,1
0.7136655737,0.2835109813,0.6159031663,0.1759723332,1
0.714141252,0.2664706164,0.6182118301,0.1918588438,1
0.6919878754,0.3459939377,0.5862675055,0.2402735678,1
0.7156264473,0.3523084048,0.5614915202,0.220192753,1
0.7157654645,0.3019635553,0.5927432753,0.2124928723,1
0.7171814812,0.3164035946,0.5800732569,0.2214825163,1
0.6925517954,0.3037507875,0.6075015749,0.24300063,1
0.6776792359,0.3271554932,0.5958903626,0.2804189942,1
0.6958988737,0.3479494368,0.5762912548,0.2500886577,1
0.7061047399,0.3258944953,0.5974732415,0.1955366972,1
0.6929909912,0.3419955541,0.6029921612,0.1979974261,1
0.7060061789,0.2383916968,0.6326548876,0.2108849625,1
0.727125848,0.2666128109,0.6059382067,0.181781462,1
0.7055893432,0.3272298403,0.5828781531,0.2351964477,1
0.6830792286,0.3415396143,0.597694325,0.2439568674,1
0.7148654283,0.2599510648,0.6220257623,0.185679332,1
0.7312246431,0.3133819899,0.568730278,0.2089213266,1
0.6959560109,0.3427843039,0.5920819794,0.2181354661,1
0.7152945332,0.3179086814,0.5960787777,0.1788236333,1
0.7278519544,0.3287073342,0.5634982873,0.2113118577,1
0.7117121386,0.3500223633,0.5717031933,0.210013418,1
0.6959400158,0.3044737569,0.6089475138,0.2283553177,1
0.7308985537,0.304541064,0.5887793905,0.1624219008,1
0.7276615933,0.2753314137,0.5998291512,0.1868320307,1
0.7157899884,0.344304045,0.5798804969,0.1812126553,1
0.694177465,0.3037026409,0.6074052819,0.2386235036,1
0.7236600468,0.3216266875,0.5858200379,0.1723000111,1
0.6938541359,0.2957411071,0.6369808461,0.1592452115,1
0.7315439854,0.2850171372,0.5795348456,0.2185131385,1
0.6701748441,0.3616816619,0.5957109725,0.2553047025,1
0.6980479904,0.3381169954,0.5998849918,0.1963259973,1
0.7106690545,0.3553345273,0.5685352436,0.2132007164,1
0.7241525806,0.325343913,0.5667281066,0.2203942637,1
0.6999703739,0.3238668894,0.5850498648,0.2507356563,1
0.7333788618,0.3294890538,0.542062637,0.2444596206,1
0.690525124,0.3214513508,0.6071858849,0.2262065061,1
0.691935021,0.3256164805,0.6003553859,0.2340368453,1
0.6891487079,0.3394314531,0.5862906918,0.2571450403,1
0.7215572479,0.3230853349,0.5600145805,0.2476987567,1
0.7296535933,0.2895450767,0.5790901534,0.2200542583,1
0.7165389871,0.3307103017,0.5732311897,0.2204735345,1
0.6746707199,0.3699807173,0.5876164334,0.2502810735,1
0.6902591586,0.3509792332,0.5966646964,0.2105875399,1
